x,y,z,pitch,roll,acceleration,inclination,orientation,time
0.11,0.04,-1.01,6.21,2.25,1.0167595585978033,19.98310652189998,2,1486693773144108
0.09,0.04,-1.01,5.09,2.26,1.0147906187977893,23.962488974578186,2,1486693773155109
0.09,0.04,-1.01,5.09,2.26,1.0147906187977893,23.962488974578186,2,1486693773161110
0.06,0.06,-1.02,3.36,3.36,1.023523326553919,45,0,1486693773170111
0.06,0.06,-1.02,3.36,3.36,1.023523326553919,45,0,1486693773173112
0.06,0.04,-1.03,3.33,2.22,1.0325211862233143,33.69006752597979,2,1486693773185113
0.06,0.04,-1.03,3.33,2.22,1.0325211862233143,33.69006752597979,2,1486693773188114
0.09,0.04,-1.04,4.94,2.19,1.0446530524533015,23.962488974578186,2,1486693773197115
0.09,0.04,-1.04,4.94,2.19,1.0446530524533015,23.962488974578186,2,1486693773202116
0.11,0.06,-1.08,5.81,3.16,1.0872442227944925,28.610459665965216,2,1486693773211117
0.11,0.06,-1.08,5.81,3.16,1.0872442227944925,28.610459665965216,2,1486693773214118
0.16,0.04,-1.04,8.74,2.18,1.0529957264870549,14.036243467926479,2,1486693773226119
0.16,0.04,-1.04,8.74,2.18,1.0529957264870549,14.036243467926479,2,1486693773229120
0.2,0.03,-1.02,11.09,1.65,1.039855759228173,8.530765609948132,2,1486693773239121
0.2,0.03,-1.02,11.09,1.65,1.039855759228173,8.530765609948132,2,1486693773244122
0.18,0.02,-0.98,10.41,1.15,0.9965942002640794,6.34019174590991,2,1486693773253123
0.18,0.02,-0.98,10.41,1.15,0.9965942002640794,6.34019174590991,2,1486693773256124
0.16,0.01,-0.99,9.18,0.57,1.0028958071504737,3.576334374997351,2,1486693773269125
0.16,0.01,-0.99,9.18,0.57,1.0028958071504737,3.576334374997351,2,1486693773273126
0.14,0,-0.95,8.38,0,0.9602603813549739,0,-2,1486693773282127
0.14,0,-0.95,8.38,0,0.9602603813549739,0,-2,1486693773287128
0.13,0,-0.95,7.79,0,0.9588534820294495,0,-2,1486693773312129
0.13,0,-0.95,7.79,0,0.9588534820294495,0,-2,1486693773317130
0.14,0.01,-0.98,8.13,0.58,0.99,4.085616779974877,2,1486693773326131
0.14,0.01,-0.98,8.13,0.58,0.99,4.085616779974877,2,1486693773329132
0.14,0.03,-1,7.97,1.7,1.010198000393982,12.0947570770121,2,1486693773343133
0.14,0.03,-1,7.97,1.7,1.010198000393982,12.0947570770121,2,1486693773346134
0.14,0.04,-1.01,7.89,2.25,1.020441081101697,15.945395900922854,2,1486693773355135
0.14,0.04,-1.01,7.89,2.25,1.020441081101697,15.945395900922854,2,1486693773360136
0.13,0.05,-1.03,7.19,2.76,1.0393748120865736,21.037511025421818,2,1486693773368137
0.13,0.05,-1.03,7.19,2.76,1.0393748120865736,21.037511025421818,2,1486693773371138
0.09,0.08,-1.01,5.08,4.51,1.017152889196113,41.6335393365702,2,1486693773382139
0.09,0.08,-1.01,5.08,4.51,1.017152889196113,41.6335393365702,2,1486693773385140
0.07,0.09,-1,3.99,5.13,1.0064790112068907,52.125016348901795,1,1486693773395141
0.07,0.09,-1,3.99,5.13,1.0064790112068907,52.125016348901795,1,1486693773400142
0.07,0.1,-0.99,4.02,5.75,0.9974968671630001,55.00797980144134,1,1486693773408143
0.07,0.1,-0.99,4.02,5.75,0.9974968671630001,55.00797980144134,1,1486693773412144
0.06,0.1,-0.98,3.49,5.82,0.9869143833180262,59.03624346792648,1,1486693773431145
0.06,0.1,-0.98,3.49,5.82,0.9869143833180262,59.03624346792648,1,1486693773438146
0.06,0.08,-0.94,3.64,4.85,0.9453041838477179,53.13010235415599,1,1486693773446147
0.06,0.08,-0.94,3.64,4.85,0.9453041838477179,53.13010235415599,1,1486693773451148
0.07,0.07,-0.93,4.29,4.29,0.9352539762011173,45,0,1486693773461149
0.07,0.07,-0.93,4.29,4.29,0.9352539762011173,45,0,1486693773464150
0.07,0.05,-0.95,4.21,3,0.9538867857350787,35.53767779197438,2,1486693773474151
0.07,0.05,-0.95,4.21,3,0.9538867857350787,35.53767779197438,2,1486693773479152
0.06,0.03,-0.92,3.73,1.86,0.9224424101265076,26.56505117707799,2,1486693773487153
undefined0.01,0.16,-0.95,0.59,9.56,0.963431367560762,86.42366562500266,1,14866937722070
0.03,0.11,-0.92,1.85,6.81,0.9270382947861432,74.74488129694222,1,14866937722331
0.03,0.11,-0.92,1.85,6.81,0.9270382947861432,74.74488129694222,1,14866937722422
0.07,0.08,-0.93,4.29,4.9,0.936055553906925,48.81407483429035,1,14866937722583
0.07,0.08,-0.93,4.29,4.9,0.936055553906925,48.81407483429035,1,14866937722644
0.1,0.03,-0.91,6.27,1.88,0.9159694318043589,16.69924423399362,2,14866937722745
0.1,0.03,-0.91,6.27,1.88,0.9159694318043589,16.69924423399362,2,14866937722786
0.12,0.01,-0.95,7.2,0.6,0.957601169589929,4.763641690726178,2,14866937722887
0.12,0.01,-0.95,7.2,0.6,0.957601169589929,4.763641690726178,2,14866937722948
0.13,0,-0.98,7.56,0,0.9885848471426213,0,-2,14866937723349
0.13,0,-0.98,7.56,0,0.9885848471426213,0,-2,148669377234710
0.13,0.02,-0.99,7.48,1.15,0.9986991538997116,8.74616226255521,2,148669377235711
0.13,0.02,-0.99,7.48,1.15,0.9986991538997116,8.74616226255521,2,148669377236112
0.1,0.03,-0.98,5.82,1.74,0.9855455342093535,16.69924423399362,2,148669377238213
0.1,0.03,-0.98,5.82,1.74,0.9855455342093535,16.69924423399362,2,148669377238614
0.09,0.06,-0.96,5.35,3.56,0.9660745312862771,33.690067525979785,2,148669377239415
0.09,0.06,-0.96,5.35,3.56,0.9660745312862771,33.690067525979785,2,148669377239716
0.06,0.08,-0.96,3.56,4.75,0.9651942809610923,53.13010235415599,1,148669377240617
0.06,0.08,-0.96,3.56,4.75,0.9651942809610923,53.13010235415599,1,148669377241118
0.06,0.1,-0.95,3.59,6,0.9571311299921239,59.03624346792648,1,148669377241919
0.06,0.1,-0.95,3.59,6,0.9571311299921239,59.03624346792648,1,148669377242220
0.07,0.08,-0.94,4.24,4.85,0.9459915433025815,48.81407483429035,1,148669377243421
0.07,0.08,-0.94,4.24,4.85,0.9459915433025815,48.81407483429035,1,148669377243922
0.08,0.09,-0.91,5,5.63,0.9179324593890337,48.3664606634298,1,148669377244623
0.08,0.09,-0.91,5,5.63,0.9179324593890337,48.3664606634298,1,148669377244924
0.08,0.08,-0.92,4.95,4.95,0.9269304181005175,45,0,148669377246025
0.08,0.08,-0.92,4.95,4.95,0.9269304181005175,45,0,148669377246326
0.08,0.05,-0.93,4.91,3.07,0.9347726996441436,32.005383208083494,2,148669377247327
0.08,0.05,-0.93,4.91,3.07,0.9347726996441436,32.005383208083494,2,148669377247928
0.07,0.05,-0.97,4.12,2.94,0.9738069623903908,35.53767779197438,2,148669377248829
0.07,0.05,-0.97,4.12,2.94,0.9738069623903908,35.53767779197438,2,148669377249230
0.05,0.05,-0.96,2.98,2.98,0.9626006440887104,45,0,148669377251331
0.05,0.05,-0.96,2.98,2.98,0.9626006440887104,45,0,148669377251832
0.08,0.02,-0.98,4.67,1.17,0.9834632682515397,14.036243467926479,2,148669377252633
0.08,0.02,-0.98,4.67,1.17,0.9834632682515397,14.036243467926479,2,148669377252934
0.11,0,-0.99,6.34,0,0.9960923651951158,0,-2,148669377254035
0.11,0,-0.99,6.34,0,0.9960923651951158,0,-2,148669377254336
0.12,-0.02,-0.99,6.91,-1.15,0.9974467404327912,-9.462322208025618,-2,148669377255637
0.12,-0.02,-0.99,6.91,-1.15,0.9974467404327912,-9.462322208025618,-2,148669377256138
0.17,-0.07,-0.98,9.82,-4.03,0.9970957827611147,-22.380135051959574,-2,148669377257039
0.17,-0.07,-0.98,9.82,-4.03,0.9970957827611147,-22.380135051959574,-2,148669377257340
0.2,-0.07,-1.01,11.17,-3.89,1.0319883720275147,-19.290046219188735,-2,148669377258441
0.2,-0.07,-1.01,11.17,-3.89,1.0319883720275147,-19.290046219188735,-2,148669377258742
0.18,-0.08,-0.98,10.37,-4.59,0.999599919967984,-23.962488974578186,-2,148669377259543
0.18,-0.08,-0.98,10.37,-4.59,0.999599919967984,-23.962488974578186,-2,148669377260044
0.17,-0.06,-0.98,9.82,-3.45,0.9964436762808021,-19.440034828176188,-2,148669377260845
0.17,-0.06,-0.98,9.82,-3.45,0.9964436762808021,-19.440034828176188,-2,148669377261146
0.18,-0.03,-1.01,10.1,-1.67,1.0263527658656162,-9.462322208025617,-2,148669377262247
0.18,-0.03,-1.01,10.1,-1.67,1.0263527658656162,-9.462322208025617,-2,148669377262548
0.16,0,-0.99,9.18,0,1.0028459502834919,0,-2,148669377263449
0.16,0,-0.99,9.18,0,1.0028459502834919,0,-2,148669377263950
0.12,0.03,-0.96,7.12,1.78,0.9679359482941007,14.036243467926479,2,148669377264751
0.12,0.03,-0.96,7.12,1.78,0.9679359482941007,14.036243467926479,2,148669377265052
0.1,0.05,-0.98,5.82,2.91,0.9863569333664158,26.56505117707799,2,148669377266453
0.1,0.05,-0.98,5.82,2.91,0.9863569333664158,26.56505117707799,2,148669377266654
0.07,0.07,-1.01,3.96,3.96,1.0148398888494676,45,0,148669377267655
0.07,0.07,-1.01,3.96,3.96,1.0148398888494676,45,0,148669377268156
0.06,0.08,-0.98,3.49,4.66,0.9850888284819801,53.13010235415599,1,148669377270657
0.06,0.08,-0.98,3.49,4.66,0.9850888284819801,53.13010235415599,1,148669377270958
0.06,0.09,-0.99,3.45,5.18,0.9958915603618699,56.309932474020215,1,148669377271959
0.06,0.09,-0.99,3.45,5.18,0.9958915603618699,56.309932474020215,1,148669377272360
0.08,0.06,-1.02,4.48,3.36,1.0248902380255165,36.86989764584402,2,148669377276161
0.08,0.06,-1.02,4.48,3.36,1.0248902380255165,36.86989764584402,2,148669377276862
0.09,0.07,-1,5.13,3.99,1.0064790112068907,37.874983651098205,2,148669377280163
0.09,0.07,-1,5.13,3.99,1.0064790112068907,37.874983651098205,2,148669377280964
0.1,0.06,-1,5.7,3.42,1.0067770358922576,30.96375653207352,2,148669377282565
0.1,0.06,-1,5.7,3.42,1.0067770358922576,30.96375653207352,2,148669377283366
0.09,0.05,-1,5.14,2.85,1.0052860289489753,29.054604099077146,2,148669377284067
0.09,0.05,-1,5.14,2.85,1.0052860289489753,29.054604099077146,2,148669377284568
0.08,0.05,-1.02,4.48,2.8,1.02435345462394,32.005383208083494,2,148669377285569
0.08,0.05,-1.02,4.48,2.8,1.02435345462394,32.005383208083494,2,148669377285870
0.09,0.05,-1.02,5.04,2.8,1.0251829105091441,29.054604099077146,2,148669377286771
0.09,0.05,-1.02,5.04,2.8,1.0251829105091441,29.054604099077146,2,148669377287272
0.09,0.04,-1.04,4.94,2.19,1.0446530524533015,23.962488974578186,2,148669377287973
0.09,0.04,-1.04,4.94,2.19,1.0446530524533015,23.962488974578186,2,148669377288374
0.09,0.04,-1.03,4.99,2.22,1.0346980235798269,23.962488974578186,2,148669377289375
0.09,0.04,-1.03,4.99,2.22,1.0346980235798269,23.962488974578186,2,148669377289676
0.11,0.03,-1.05,5.98,1.63,1.0561723344227494,15.255118703057777,2,148669377290677
0.11,0.03,-1.05,5.98,1.63,1.0561723344227494,15.255118703057777,2,148669377291078
0.12,0,-1.06,6.46,0,1.066770828247567,0,-2,148669377291979
0.12,0,-1.06,6.46,0,1.066770828247567,0,-2,148669377292280
0.12,0.01,-1.06,6.46,0.54,1.0668176976409793,4.763641690726178,2,148669377293581
0.12,0.01,-1.06,6.46,0.54,1.0668176976409793,4.763641690726178,2,148669377293982
0.12,-0.01,-1.04,6.58,-0.55,1.0469479452198185,-4.763641690726178,-2,148669377295383
0.12,-0.01,-1.04,6.58,-0.55,1.0469479452198185,-4.763641690726178,-2,148669377296384
0.11,0,-1.03,6.1,0,1.0358571330062847,0,-2,148669377297785
0.11,0,-1.03,6.1,0,1.0358571330062847,0,-2,148669377298286
0.13,0.02,-1.01,7.33,1.13,1.0185283501208988,8.74616226255521,2,148669377300387
0.13,0.02,-1.01,7.33,1.13,1.0185283501208988,8.74616226255521,2,148669377300688
0.1,0.05,-0.99,5.76,2.88,0.9962931295557548,26.56505117707799,2,148669377301489
0.1,0.05,-0.99,5.76,2.88,0.9962931295557548,26.56505117707799,2,148669377302190
0.08,0.06,-0.98,4.66,3.49,0.9850888284819801,36.86989764584402,2,148669377302991
0.08,0.06,-0.98,4.66,3.49,0.9850888284819801,36.86989764584402,2,148669377303292
0.06,0.09,-0.99,3.45,5.18,0.9958915603618699,56.309932474020215,1,148669377304393
0.06,0.09,-0.99,3.45,5.18,0.9958915603618699,56.309932474020215,1,148669377304894
0.07,0.08,-0.98,4.07,4.66,0.9857484466130292,48.81407483429035,1,148669377305795
0.07,0.08,-0.98,4.07,4.66,0.9857484466130292,48.81407483429035,1,148669377306296
0.06,0.05,-0.96,3.57,2.98,0.96317184344228,39.8055710922652,2,148669377307197
0.06,0.05,-0.96,3.57,2.98,0.96317184344228,39.8055710922652,2,148669377307498
0.06,0.05,-0.99,3.46,2.89,0.9930760293149764,39.8055710922652,2,148669377308599
0.06,0.05,-0.99,3.46,2.89,0.9930760293149764,39.8055710922652,2,1486693773088100
0.08,0.04,-0.99,4.62,2.31,0.9940321926376429,26.56505117707799,2,1486693773097101
0.08,0.04,-0.99,4.62,2.31,0.9940321926376429,26.56505117707799,2,1486693773102102
0.1,0.04,-1,5.71,2.28,1.0057832768544126,21.80140948635181,2,1486693773111103
0.1,0.04,-1,5.71,2.28,1.0057832768544126,21.80140948635181,2,1486693773114104
0.12,0.04,-0.99,6.91,2.3,0.9980480950335009,18.43494882292201,2,1486693773126105
0.12,0.04,-0.99,6.91,2.3,0.9980480950335009,18.43494882292201,2,1486693773129106
0.11,0.04,-1.01,6.21,2.25,1.0167595585978033,19.98310652189998,2,1486693773139107
0.11,0.04,-1.01,6.21,2.25,1.0167595585978033,19.98310652189998,2,1486693773144108
0.09,0.04,-1.01,5.09,2.26,1.0147906187977893,23.962488974578186,2,1486693773155109
0.09,0.04,-1.01,5.09,2.26,1.0147906187977893,23.962488974578186,2,1486693773161110
0.06,0.06,-1.02,3.36,3.36,1.023523326553919,45,0,1486693773170111
0.06,0.06,-1.02,3.36,3.36,1.023523326553919,45,0,1486693773173112
0.06,0.04,-1.03,3.33,2.22,1.0325211862233143,33.69006752597979,2,1486693773185113
0.06,0.04,-1.03,3.33,2.22,1.0325211862233143,33.69006752597979,2,1486693773188114
0.09,0.04,-1.04,4.94,2.19,1.0446530524533015,23.962488974578186,2,1486693773197115
0.09,0.04,-1.04,4.94,2.19,1.0446530524533015,23.962488974578186,2,1486693773202116
0.11,0.06,-1.08,5.81,3.16,1.0872442227944925,28.610459665965216,2,1486693773211117
0.11,0.06,-1.08,5.81,3.16,1.0872442227944925,28.610459665965216,2,1486693773214118
0.16,0.04,-1.04,8.74,2.18,1.0529957264870549,14.036243467926479,2,1486693773226119
0.16,0.04,-1.04,8.74,2.18,1.0529957264870549,14.036243467926479,2,1486693773229120
0.2,0.03,-1.02,11.09,1.65,1.039855759228173,8.530765609948132,2,1486693773239121
0.2,0.03,-1.02,11.09,1.65,1.039855759228173,8.530765609948132,2,1486693773244122
0.18,0.02,-0.98,10.41,1.15,0.9965942002640794,6.34019174590991,2,1486693773253123
0.18,0.02,-0.98,10.41,1.15,0.9965942002640794,6.34019174590991,2,1486693773256124
0.16,0.01,-0.99,9.18,0.57,1.0028958071504737,3.576334374997351,2,1486693773269125
0.16,0.01,-0.99,9.18,0.57,1.0028958071504737,3.576334374997351,2,1486693773273126
0.14,0,-0.95,8.38,0,0.9602603813549739,0,-2,1486693773282127
0.14,0,-0.95,8.38,0,0.9602603813549739,0,-2,1486693773287128
0.13,0,-0.95,7.79,0,0.9588534820294495,0,-2,1486693773312129
0.13,0,-0.95,7.79,0,0.9588534820294495,0,-2,1486693773317130
0.14,0.01,-0.98,8.13,0.58,0.99,4.085616779974877,2,1486693773326131
0.14,0.01,-0.98,8.13,0.58,0.99,4.085616779974877,2,1486693773329132
0.14,0.03,-1,7.97,1.7,1.010198000393982,12.0947570770121,2,1486693773343133
0.14,0.03,-1,7.97,1.7,1.010198000393982,12.0947570770121,2,1486693773346134
0.14,0.04,-1.01,7.89,2.25,1.020441081101697,15.945395900922854,2,1486693773355135
0.14,0.04,-1.01,7.89,2.25,1.020441081101697,15.945395900922854,2,1486693773360136
0.13,0.05,-1.03,7.19,2.76,1.0393748120865736,21.037511025421818,2,1486693773368137
0.13,0.05,-1.03,7.19,2.76,1.0393748120865736,21.037511025421818,2,1486693773371138
0.09,0.08,-1.01,5.08,4.51,1.017152889196113,41.6335393365702,2,1486693773382139
0.09,0.08,-1.01,5.08,4.51,1.017152889196113,41.6335393365702,2,1486693773385140
0.07,0.09,-1,3.99,5.13,1.0064790112068907,52.125016348901795,1,1486693773395141
0.07,0.09,-1,3.99,5.13,1.0064790112068907,52.125016348901795,1,1486693773400142
0.07,0.1,-0.99,4.02,5.75,0.9974968671630001,55.00797980144134,1,1486693773408143
0.07,0.1,-0.99,4.02,5.75,0.9974968671630001,55.00797980144134,1,1486693773412144
0.06,0.1,-0.98,3.49,5.82,0.9869143833180262,59.03624346792648,1,1486693773431145
0.06,0.1,-0.98,3.49,5.82,0.9869143833180262,59.03624346792648,1,1486693773438146
0.06,0.08,-0.94,3.64,4.85,0.9453041838477179,53.13010235415599,1,1486693773446147
0.06,0.08,-0.94,3.64,4.85,0.9453041838477179,53.13010235415599,1,1486693773451148
0.07,0.07,-0.93,4.29,4.29,0.9352539762011173,45,0,1486693773461149
0.07,0.07,-0.93,4.29,4.29,0.9352539762011173,45,0,1486693773464150
0.07,0.05,-0.95,4.21,3,0.9538867857350787,35.53767779197438,2,1486693773474151
0.07,0.05,-0.95,4.21,3,0.9538867857350787,35.53767779197438,2,1486693773479152
0.06,0.03,-0.92,3.73,1.86,0.9224424101265076,26.56505117707799,2,1486693773487153
0.06,0.03,-0.92,3.73,1.86,0.9224424101265076,26.56505117707799,2,1486693773491154
undefined0.01,0.16,-0.95,0.59,9.56,0.963431367560762,86.42366562500266,1,14866937722070
0.03,0.11,-0.92,1.85,6.81,0.9270382947861432,74.74488129694222,1,14866937722331
0.03,0.11,-0.92,1.85,6.81,0.9270382947861432,74.74488129694222,1,14866937722422
0.07,0.08,-0.93,4.29,4.9,0.936055553906925,48.81407483429035,1,14866937722583
0.07,0.08,-0.93,4.29,4.9,0.936055553906925,48.81407483429035,1,14866937722644
0.1,0.03,-0.91,6.27,1.88,0.9159694318043589,16.69924423399362,2,14866937722745
0.1,0.03,-0.91,6.27,1.88,0.9159694318043589,16.69924423399362,2,14866937722786
0.12,0.01,-0.95,7.2,0.6,0.957601169589929,4.763641690726178,2,14866937722887
0.12,0.01,-0.95,7.2,0.6,0.957601169589929,4.763641690726178,2,14866937722948
0.13,0,-0.98,7.56,0,0.9885848471426213,0,-2,14866937723349
0.13,0,-0.98,7.56,0,0.9885848471426213,0,-2,148669377234710
0.13,0.02,-0.99,7.48,1.15,0.9986991538997116,8.74616226255521,2,148669377235711
0.13,0.02,-0.99,7.48,1.15,0.9986991538997116,8.74616226255521,2,148669377236112
0.1,0.03,-0.98,5.82,1.74,0.9855455342093535,16.69924423399362,2,148669377238213
0.1,0.03,-0.98,5.82,1.74,0.9855455342093535,16.69924423399362,2,148669377238614
0.09,0.06,-0.96,5.35,3.56,0.9660745312862771,33.690067525979785,2,148669377239415
0.09,0.06,-0.96,5.35,3.56,0.9660745312862771,33.690067525979785,2,148669377239716
0.06,0.08,-0.96,3.56,4.75,0.9651942809610923,53.13010235415599,1,148669377240617
0.06,0.08,-0.96,3.56,4.75,0.9651942809610923,53.13010235415599,1,148669377241118
0.06,0.1,-0.95,3.59,6,0.9571311299921239,59.03624346792648,1,148669377241919
0.06,0.1,-0.95,3.59,6,0.9571311299921239,59.03624346792648,1,148669377242220
0.07,0.08,-0.94,4.24,4.85,0.9459915433025815,48.81407483429035,1,148669377243421
0.07,0.08,-0.94,4.24,4.85,0.9459915433025815,48.81407483429035,1,148669377243922
0.08,0.09,-0.91,5,5.63,0.9179324593890337,48.3664606634298,1,148669377244623
0.08,0.09,-0.91,5,5.63,0.9179324593890337,48.3664606634298,1,148669377244924
0.08,0.08,-0.92,4.95,4.95,0.9269304181005175,45,0,148669377246025
0.08,0.08,-0.92,4.95,4.95,0.9269304181005175,45,0,148669377246326
0.08,0.05,-0.93,4.91,3.07,0.9347726996441436,32.005383208083494,2,148669377247327
0.08,0.05,-0.93,4.91,3.07,0.9347726996441436,32.005383208083494,2,148669377247928
0.07,0.05,-0.97,4.12,2.94,0.9738069623903908,35.53767779197438,2,148669377248829
0.07,0.05,-0.97,4.12,2.94,0.9738069623903908,35.53767779197438,2,148669377249230
0.05,0.05,-0.96,2.98,2.98,0.9626006440887104,45,0,148669377251331
0.05,0.05,-0.96,2.98,2.98,0.9626006440887104,45,0,148669377251832
0.08,0.02,-0.98,4.67,1.17,0.9834632682515397,14.036243467926479,2,148669377252633
0.08,0.02,-0.98,4.67,1.17,0.9834632682515397,14.036243467926479,2,148669377252934
0.11,0,-0.99,6.34,0,0.9960923651951158,0,-2,148669377254035
0.11,0,-0.99,6.34,0,0.9960923651951158,0,-2,148669377254336
0.12,-0.02,-0.99,6.91,-1.15,0.9974467404327912,-9.462322208025618,-2,148669377255637
0.12,-0.02,-0.99,6.91,-1.15,0.9974467404327912,-9.462322208025618,-2,148669377256138
0.17,-0.07,-0.98,9.82,-4.03,0.9970957827611147,-22.380135051959574,-2,148669377257039
0.17,-0.07,-0.98,9.82,-4.03,0.9970957827611147,-22.380135051959574,-2,148669377257340
0.2,-0.07,-1.01,11.17,-3.89,1.0319883720275147,-19.290046219188735,-2,148669377258441
0.2,-0.07,-1.01,11.17,-3.89,1.0319883720275147,-19.290046219188735,-2,148669377258742
0.18,-0.08,-0.98,10.37,-4.59,0.999599919967984,-23.962488974578186,-2,148669377259543
0.18,-0.08,-0.98,10.37,-4.59,0.999599919967984,-23.962488974578186,-2,148669377260044
0.17,-0.06,-0.98,9.82,-3.45,0.9964436762808021,-19.440034828176188,-2,148669377260845
0.17,-0.06,-0.98,9.82,-3.45,0.9964436762808021,-19.440034828176188,-2,148669377261146
0.18,-0.03,-1.01,10.1,-1.67,1.0263527658656162,-9.462322208025617,-2,148669377262247
0.18,-0.03,-1.01,10.1,-1.67,1.0263527658656162,-9.462322208025617,-2,148669377262548
0.16,0,-0.99,9.18,0,1.0028459502834919,0,-2,148669377263449
0.16,0,-0.99,9.18,0,1.0028459502834919,0,-2,148669377263950
0.12,0.03,-0.96,7.12,1.78,0.9679359482941007,14.036243467926479,2,148669377264751
0.12,0.03,-0.96,7.12,1.78,0.9679359482941007,14.036243467926479,2,148669377265052
0.1,0.05,-0.98,5.82,2.91,0.9863569333664158,26.56505117707799,2,148669377266453
0.1,0.05,-0.98,5.82,2.91,0.9863569333664158,26.56505117707799,2,148669377266654
0.07,0.07,-1.01,3.96,3.96,1.0148398888494676,45,0,148669377267655
0.07,0.07,-1.01,3.96,3.96,1.0148398888494676,45,0,148669377268156
0.06,0.08,-0.98,3.49,4.66,0.9850888284819801,53.13010235415599,1,148669377270657
0.06,0.08,-0.98,3.49,4.66,0.9850888284819801,53.13010235415599,1,148669377270958
0.06,0.09,-0.99,3.45,5.18,0.9958915603618699,56.309932474020215,1,148669377271959
0.06,0.09,-0.99,3.45,5.18,0.9958915603618699,56.309932474020215,1,148669377272360
0.08,0.06,-1.02,4.48,3.36,1.0248902380255165,36.86989764584402,2,148669377276161
0.08,0.06,-1.02,4.48,3.36,1.0248902380255165,36.86989764584402,2,148669377276862
0.09,0.07,-1,5.13,3.99,1.0064790112068907,37.874983651098205,2,148669377280163
0.09,0.07,-1,5.13,3.99,1.0064790112068907,37.874983651098205,2,148669377280964
0.1,0.06,-1,5.7,3.42,1.0067770358922576,30.96375653207352,2,148669377282565
0.1,0.06,-1,5.7,3.42,1.0067770358922576,30.96375653207352,2,148669377283366
